zona,precos,quartos,areas
sul,2638.0,3,137
sul,1200.0,1,32
sul,2750.0,3,180
sul,2000.0,2,47
sul,1705.0,3,70
sul,1760.0,2,48
sul,4400.0,4,180
sul,2000.0,2,62
sul,1810.0,2,54
sul,1650.0,2,99
sul,1000.0,3,62
sul,1400.0,2,56
sul,1100.0,2,65
sul,1500.0,2,54
sul,750000.0,1,50
sul,2130.0,2,66
sul,1977.0,3,82
sul,3500.0,3,286
sul,5500.0,3,150
sul,8000.0,3,130
sul,1800.0,1,41
sul,2080.0,2,40
sul,2130.0,2,80
sul,2980.0,1,34
sul,4780.0,5,235
sul,5800.0,3,137
sul,870000.0,1,42
sul,3520.0,2,102
sul,2750.0,2,85
sul,6300.0,3,137
sul,3500.0,3,115
sul,2000.0,2,50
sul,3500.0,2,140
sul,1540.0,2,55
sul,4500.0,2,155
sul,1200.0,3,76
sul,4500.0,1,67
sul,2647.0,3,106
sul,3500.0,2,127
sul,2200.0,2,63
sul,6200.0,2,220
sul,15000.0,4,288
sul,5800.0,4,130
sul,3300.0,5,290
sul,1900.0,1,40
sul,5500.0,3,148
sul,1265.0,2,50
sul,2500.0,2,65
sul,3200.0,1,33
sul,2200.0,2,84
sul,3010.0,3,500
sul,15000.0,4,425
sul,10900.0,3,184
sul,2900.0,1,53
sul,2660.0,2,250
sul,2200.0,2,64
sul,2130.0,2,65
sul,11160.0,3,186
sul,6000.0,3,123
sul,4000.0,3,155
sul,1700.0,2,50
sul,1600.0,2,69
sul,6000.0,3,250
sul,6110.0,4,210
sul,3200.0,1,30
sul,3190.0,2,130
sul,3190.0,3,250
sul,1600.0,1,40
sul,3880.0,2,130
sul,2300.0,1,47
sul,2200.0,2,60
sul,4500.0,3,87
sul,2100.0,1,60
sul,14550.0,3,300
sul,1500.0,1,33
sul,2100.0,3,68
sul,2500.0,2,53
sul,3850.0,3,92
sul,2800.0,3,86
sul,11000.0,4,340
sul,9750.0,4,165
sul,2750.0,2,50
sul,2000.0,2,70
sul,13640.0,2,270
sul,5500.0,1,90
sul,1870.0,1,34
sul,2800.0,1,59
sul,3080.0,3,120
sul,2000.0,2,65
sul,3836.0,2,116
sul,5000.0,4,240
sul,3100.0,1,28
sul,4800.0,3,94
sul,2800.0,3,75
sul,2530.0,2,54
sul,4200.0,1,50
sul,1304.0,3,156
sul,5500.0,3,250
sul,4027.9999999999995,3,92
sul,2800.0,3,73
sul,1320.0,2,59
sul,1880.0,2,48
sul,11880.0,4,179
sul,4200.0,3,87
sul,3850.0,4,110
sul,3960.0,3,120
sul,2700.0,3,100
sul,2250.0,3,71
sul,5500.0,5,200
sul,4100.0,2,70
sul,2600.0,3,160
sul,8300.0,4,280
sul,7500.0,3,270
sul,4950.0,3,80
sul,10000.0,2,154
sul,7500.0,2,200
sul,2420.0,2,90
sul,2200.0,2,59
sul,1870.0,2,72
sul,3000.0,3,100
sul,4200.0,2,81
sul,4800.0,1,52
sul,5035.0,3,110
sul,2200.0,2,41
sul,4000.0,3,130
sul,2420.0,3,57
sul,2750.0,4,180
sul,2090.0,2,65
sul,2390.0,3,90
sul,1760.0,2,60
sul,5500.0,4,288
sul,2600.0,3,100
sul,2500.0,2,78
sul,1650.0,2,85
sul,3200.0,1,53
sul,2600.0,3,100
sul,3564.0,1,52
sul,3500.0,2,110
sul,3500.0,2,67
sul,2750.0,1,30
sul,2750.0,3,100
sul,5000.0,4,131
sul,2500.0,2,75
sul,13200.0,4,260
sul,2700.0,1,36
sul,3190.0,2,107
sul,3049.0,2,67
sul,2954.0,3,87
sul,5100.0,2,350
sul,2739.0,1,50
sul,6500.0,2,110
sul,9900.0,3,130
sul,8000.0,4,199
sul,8450.0,4,137
sul,1650.0,2,55
sul,2750.0,2,66
sul,2400.0,1,48
sul,2591.0,3,65
sul,3200.0,3,110
sul,3000.0,2,80
sul,5280.0,1,69
sul,7000.0,3,105
sul,7150.0,3,147
sul,1230.0,3,72
sul,3850.0,3,86
sul,1760.0,3,61
sul,2400.0,2,49
sul,1700.0,2,52
sul,1760.0,3,67
sul,3850.0,3,180
sul,3300.0,3,110
sul,5912.0,1,70
sul,1250.0,1,32
sul,2500.0,2,105
sul,3500.0,2,47
sul,3000.0,2,75
sul,1580.0,2,45
sul,5000.0,4,138
sul,5060.0,3,90
sul,2100.0,2,90
sul,6600.0,3,240
sul,2090.0,2,80
sul,3850.0,2,100
sul,1800.0,2,90
sul,10000.0,3,178
sul,5500.0,3,125
sul,3850.0,4,250
sul,2310.0,2,54
sul,3300.0,4,160
sul,3300.0,1,40
sul,2300.0,2,53
sul,3800.0,4,130
sul,2000.0,1,50
sul,9000.0,3,117
sul,3000.0,3,98
sul,1760.0,3,120
sul,940000.0,1,25
sul,1203.0,1,30
sul,1300.0,2,80
sul,1350.0,1,28
sul,2750.0,2,78
sul,1854.0,2,65
sul,3100.0,3,75
sul,5082.0,3,130
sul,2700.0,1,55
sul,3189.0,3,110
sul,4000.0,3,85
sul,4400.0,3,203
sul,4400.0,3,100
sul,1800.0,2,100
sul,3700.0,1,44
sul,3520.0,3,102
sul,1760.0,1,41
sul,1900.0,3,78
sul,3489.0,2,84
sul,4950.0,3,140
sul,7700.0,3,200
sul,3700.0,1,27
sul,1595.0,3,75
sul,2420.0,1,45
sul,8500.0,3,180
sul,4000.0,2,75
sul,2750.0,2,69
sul,3400.0,1,32
sul,2700.0,3,72
sul,2000.0,4,150
sul,3650.0,1,58
sul,6000.0,3,170
sul,3850.0,2,90
sul,10300.0,3,144
sul,4000.0,4,98
sul,8580.0,1,63
sul,3600.0,1,27
sul,1700.0,2,72
sul,3000.0,1,42
sul,8000.0,3,121
sul,3700.0,3,140
sul,4180.0,4,200
sul,6083.0,4,300
sul,1150.0,1,45
sul,3400.0,3,110
sul,4000.0,3,104
sul,5500.0,3,160
sul,3200.0,2,100
sul,8300.0,3,140
sul,4400.0,3,200
sul,1300.0,1,36
sul,6500.0,1,93
sul,2090.0,2,60
sul,4500.0,3,60
sul,3400.0,1,46
sul,4620.0,2,95
sul,1650.0,2,50
sul,1300.0,2,68
sul,2840.0,2,72
sul,4400.0,2,75
sul,3300.0,2,200
sul,3200.0,2,62
sul,8800.0,3,124
sul,2750.0,2,112
sul,6500.0,3,126
sul,10000.0,3,140
sul,3800.0,3,111
sul,2500.0,2,62
sul,3000.0,1,33
sul,2400.0,1,48
sul,2530.0,2,63
sul,3800.0,4,220
sul,3840.0,2,70
sul,2500.0,3,90
sul,3000.0,1,33
sul,3300.0,2,53
sul,4620.0,2,60
sul,5000.0,1,47
leste,1650.0,3,110
leste,3500.0,1,79
leste,1700.0,2,64
leste,780000.0,2,40
leste,7500.0,3,275
leste,990000.0,2,45
leste,700000.0,1,36
leste,7500.0,,240
leste,990000.0,2,40
leste,1250.0,2,39
leste,1700.0,2,53
leste,1500.0,2,53
leste,550000.0,2,40
leste,2200.0,3,65
leste,600000.0,1,22
leste,1350.0,3,63
leste,13000.0,2,127
leste,990000.0,2,44
leste,1050.0,2,50
leste,2000.0,3,160
leste,2640.0,3,65
leste,750000.0,1,50
leste,1200.0,2,70
leste,2200.0,1,35
leste,2323.0,2,150
leste,3500.0,2,106
leste,3590.0,4,223
leste,1700.0,2,60
leste,3200.0,3,126
leste,1370.0,1,20
leste,1490.0,2,48
leste,1320.0,3,101
leste,1295.0,2,51
leste,1600.0,1,57
leste,1100.0,1,38
leste,1870.0,1,43
leste,1590.0,1,33
leste,1290.0,2,70
leste,1450.0,2,46
leste,3300.0,3,140
leste,10000.0,5,390
leste,2800.0,2,120
leste,1380.0,1,32
leste,2007.0000000000002,2,115
leste,1350.0,1,43
leste,2600.0,3,110
leste,2200.0,3,70
leste,1800.0,3,76
leste,1900.0,3,98
leste,3000.0,3,120
leste,4500.0,3,147
leste,1600.0,3,70
leste,1400.0,2,43
leste,1350.0,1,29
leste,2400.0,3,72
leste,2200.0,2,52
leste,2000.0,3,115
leste,2200.0,3,60
leste,1800.0,2,86
leste,2015.0000000000002,2,154
leste,1150.0,1,33
leste,1650.0,2,95
leste,2300.0,2,80
leste,2130.0,1,40
leste,990000.0,2,42
leste,1600.0,2,48
leste,2700.0,2,45
leste,1790.0,2,70
leste,1300.0,2,50
leste,1160.0,2,38
leste,5000.0,4,170
leste,800000.0,1,65
leste,2000.0,3,110
leste,1490.0,1,20
leste,1590.0,1,23
leste,3200.0,3,76
leste,1800.0,2,52
leste,1900.0,2,79
leste,1200.0,2,80
leste,1045.0,2,64
leste,1500.0,2,54
leste,2090.0,3,87
leste,3300.0,3,213
leste,1400.0,2,56
leste,2000.0,2,60
leste,900000.0,2,50
leste,2000.0,3,70
leste,4400.0,2,58
leste,1496.0,2,46
leste,1262.0,2,50
leste,1800.0,1,48
leste,2500.0,3,125
leste,895000.0,1,27
leste,2860.0,2,48
leste,2420.0,3,72
leste,4400.0,2,59
leste,1980.0,1,43
leste,3200.0,3,138
leste,1200.0,1,30
leste,2090.0,3,87
leste,1800.0,2,58
leste,3080.0,3,88
leste,1500.0,2,60
leste,4950.0,3,150
leste,2283.0,5,150
leste,2860.0,4,216
leste,2000.0,2,58
leste,880000.0,1,30
leste,1400.0,3,100
leste,1210.0,2,60
leste,1600.0,2,66
leste,1300.0,1,26
leste,1700.0,2,60
leste,1320.0,1,38
leste,1500.0,2,75
leste,2530.0,2,82
leste,2500.0,3,132
leste,2100.0,2,63
leste,1150.0,3,100
leste,4100.0,3,114
leste,2200.0,3,67
leste,1350.0,2,57
leste,1925.0,2,100
leste,1344.0,2,41
leste,15000.0,3,354
leste,1210.0,2,54
leste,1153.0,1,40
leste,1650.0,2,90
leste,1650.0,1,33
leste,1650.0,1,32
leste,1650.0,2,50
leste,1500.0,2,47
leste,1100.0,1,50
leste,1650.0,3,82
leste,2300.0,2,100
leste,1590.0,1,35
leste,2548.0,2,77
leste,1800.0,3,77
leste,1450.0,2,30
leste,1170.0,2,47
leste,1150.0,2,45
leste,2660.0,3,160
leste,1590.0,1,35
leste,1290.0,2,70
leste,1590.0,1,33
leste,1789.0,2,66
leste,2344.0,2,52
leste,1590.0,1,33
leste,1100.0,2,50
leste,1590.0,1,37
leste,1590.0,1,33
leste,4400.0,3,114
leste,1590.0,3,70
leste,5870.0,3,240
leste,1590.0,1,32
leste,1623.0,2,70
leste,2900.0,2,59
leste,3500.0,3,450
leste,3700.0,4,300
leste,1200.0,2,54
leste,1250.0,1,40
leste,1065.0,2,50
leste,2750.0,2,70
leste,2230.0,2,120
leste,3000.0,2,60
leste,4420.0,3,170
leste,1910.0,2,108
leste,1280.0,1,55
leste,2000.0,3,82
leste,1980.0,2,55
leste,2350.0,3,59
leste,1000.0,1,50
leste,1000.0,1,38
leste,990000.0,2,41
leste,1900.0,1,160
leste,1980.0,2,62
leste,1320.0,2,60
leste,840000.0,1,34
leste,1762.0,2,65
leste,1910.0,1,35
leste,5000.0,2,90
leste,630000.0,1,35
leste,750000.0,1,50
leste,680000.0,1,50
leste,1030.0,2,50
leste,800000.0,1,45
leste,5100.0,3,126
leste,1100.0,2,57
leste,1320.0,2,100
leste,2000.0,2,100
leste,1000.0,1,100
leste,1300.0,1,30
leste,1200.0,1,38
leste,1500.0,1,102
leste,880000.0,1,30
leste,3190.0,2,125
leste,7500.0,,240
leste,1300.0,1,58
leste,1650.0,2,50
leste,900000.0,1,20
leste,1590.0,1,33
leste,1900.0,2,45
leste,1100.0,1,38
leste,1500.0,2,64
leste,1100.0,1,30
leste,2500.0,2,160
leste,1220.0,2,65
leste,1590.0,1,33
leste,1590.0,1,33
leste,1590.0,1,33
leste,1590.0,1,33
leste,1590.0,1,35
leste,1590.0,1,33
leste,1590.0,1,33
leste,1590.0,1,33
leste,1700.0,2,65
leste,1590.0,1,35
leste,4000.0,1,50
leste,660000.0,1,45
leste,1600.0,3,100
leste,870000.0,2,47
leste,1625.0,2,75
leste,1300.0,2,41
leste,1500.0,2,50
leste,1100.0,2,52
leste,1300.0,1,35
leste,900000.0,1,40
leste,2500.0,1,36
leste,990000.0,1,32
leste,750000.0,1,
leste,299000.0,1,6
leste,2000.0,3,130
leste,700000.0,,32
leste,1197.0,1,18
leste,1208.0,2,47
leste,1000.0,2,45
leste,1000.0,1,56
leste,1600.0,3,158
leste,299000.0,1,6
leste,3000.0,,262
leste,1000.0,2,39
leste,1100.0,2,40
leste,835000.0,2,49
leste,1000.0,2,50
leste,1000.0,1,45
leste,790000.0,,15
leste,3000.0,3,240
leste,1850.0,2,80
leste,450000.0,,180
leste,6000.0,,300
leste,8000.0,,78
leste,16800.0,,1500
leste,2200.0,3,75
leste,1500.0,2,60
leste,13000.0,,1200
leste,1500.0,3,70
leste,1700.0,2,80
leste,1550.0,2,47
leste,1069.0,2,60
leste,2900.0,,40
leste,55000.0,,2600
leste,18000.0,,1300
leste,7000.0,,520
leste,12000.0,,900
leste,4950.0,3,210
leste,1200.0,,38
leste,15000.0,,1320
leste,1300.0,2,47
leste,2100.0,,250
leste,2000.0,2,47
leste,2500.0,3,147
leste,10000.0,,400
leste,1600.0,3,60
leste,2750.0,,40
leste,700000.0,1,45
leste,1100.0,2,41
leste,15000.0,,1000
leste,3500.0,2,77
leste,13000.0,,291
leste,1600.0,,70
leste,7500.0,1,300
leste,1100.0,2,41
leste,7900.0,,270
leste,1700.0,2,60
leste,20000.0,,1600
leste,30000.0,,693
leste,13000.0,,528
leste,7500.0,,240
oeste,1349.0,1,42
oeste,950000.0,1,35
oeste,1400.0,2,73
oeste,359240.0,,7800
oeste,1749.0,2,58
oeste,700000.0,1,45
oeste,1000.0,1,30
oeste,2500.0,1,43
oeste,1100.0,1,35
oeste,1550.0,2,60
oeste,1650.0,1,47
oeste,1710.0,3,78
oeste,7500.0,,150
oeste,7500.0,1,108
oeste,7500.0,,230
oeste,7500.0,4,260
oeste,1150.0,1,40
oeste,1800.0,2,54
oeste,1900.0,2,90
oeste,800000.0,1,47
oeste,1150.0,2,50
oeste,1045.0,1,50
oeste,1620.0,3,110
oeste,880000.0,1,27
oeste,7970.0,2,120
oeste,4650.0,2,78
oeste,2430.0,3,132
oeste,3560.0,1,38
oeste,6347.0,2,73
oeste,800000.0,1,27
oeste,2009.9999999999998,3,140
oeste,8500.0,4,340
oeste,2300.0,2,49
oeste,1800.0,2,50
oeste,1481.0,2,57
oeste,7500.0,2,135
oeste,2750.0,2,48
oeste,2500.0,1,39
oeste,2600.0,1,35
oeste,3600.0,1,34
oeste,3850.0,3,86
oeste,8000.0,4,246
oeste,3000.0,2,200
oeste,900000.0,1,20
oeste,3000.0,3,150
oeste,2004.0,3,140
oeste,3500.0,2,84
oeste,765000.0,1,18
oeste,7238.0,2,109
oeste,1640.0,2,57
oeste,1587.0,1,32
oeste,2100.0,3,44
oeste,11740.0,4,209
oeste,4395.0,2,206
oeste,1800.0,2,65
oeste,2970.0,3,138
oeste,5000.0,2,89
oeste,1700.0,2,60
oeste,2790.0,2,83
oeste,2200.0,1,50
oeste,3000.0,4,200
oeste,5310.0,4,183
oeste,2500.0,3,87
oeste,5000.0,3,117
oeste,15000.0,3,255
oeste,1494.0,2,55
oeste,4500.0,1,35
oeste,3630.0,3,163
oeste,15000.0,2,43
oeste,2310.0,2,53
oeste,1150.0,3,64
oeste,3200.0,2,74
oeste,14300.0,3,195
oeste,3300.0,3,62
oeste,2200.0,2,65
oeste,8000.0,3,110
oeste,4400.0,2,120
oeste,2000.0,1,60
oeste,3520.0,3,170
oeste,3800.0,2,150
oeste,2000.0,3,115
oeste,1980.0,2,60
oeste,1575.0,2,48
oeste,2500.0,3,100
oeste,4000.0,3,140
oeste,2500.0,2,51
oeste,3981.0,3,85
oeste,6160.0,3,115
oeste,4400.0,1,48
oeste,2950.0,3,83
oeste,2750.0,3,73
oeste,2350.0,2,60
oeste,3200.0,4,150
oeste,14300.0,4,174
oeste,4400.0,3,140
oeste,2700.0,3,81
oeste,3300.0,1,34
oeste,2200.0,2,55
oeste,2400.0,1,35
oeste,1210.0,1,46
oeste,2300.0,1,38
oeste,1300.0,2,56
oeste,5500.0,2,67
oeste,1900.0,1,42
oeste,4180.0,2,70
oeste,2300.0,3,89
oeste,4400.0,3,200
oeste,4070.0000000000005,2,101
oeste,1100.0,1,47
oeste,2700.0,2,110
oeste,3850.0,3,80
oeste,1600.0,3,73
oeste,3300.0,3,72
oeste,3400.0,3,125
oeste,2600.0,1,38
oeste,5800.0,1,60
oeste,2900.0,3,105
oeste,2000.0,2,84
oeste,3500.0,1,50
oeste,3800.0,3,162
oeste,3060.0,1,24
oeste,2200.0,2,60
oeste,3751.0,2,59
oeste,5000.0,3,105
oeste,11000.0,3,171
oeste,2750.0,2,62
oeste,4840.0,3,232
oeste,2300.0,2,65
oeste,3300.0,1,50
oeste,2300.0,2,54
oeste,4300.0,3,160
oeste,3000.0,2,73
oeste,7800.0,2,84
oeste,1450.0,2,68
oeste,4950.0,1,27
oeste,1540.0,2,60
oeste,2200.0,2,62
oeste,3300.0,3,136
oeste,3740.0,3,102
oeste,3080.0,2,69
oeste,3300.0,2,53
oeste,2200.0,2,65
oeste,3850.0,2,83
oeste,4500.0,4,213
oeste,3000.0,3,110
oeste,7000.0,2,98
oeste,3850.0,3,20
oeste,14500.0,3,178
oeste,11000.0,3,237
oeste,4100.0,1,35
oeste,2627.0,2,74
oeste,2090.0,2,77
oeste,1300.0,1,25
oeste,3000.0,3,94
oeste,2200.0,1,45
oeste,2300.0,2,83
oeste,3500.0,1,69
oeste,3950.0,3,83
oeste,1000.0,1,18
oeste,4211.0,3,115
oeste,1870.0,1,29
oeste,3386.0,2,67
oeste,5500.0,2,90
oeste,3420.0,2,70
oeste,2650.0,2,105
oeste,7810.0,2,140
oeste,2100.0,2,53
oeste,5000.0,3,204
oeste,3531.0,2,78
oeste,6800.0,2,78
oeste,4000.0,3,105
oeste,1310.0,1,31
oeste,3500.0,4,140
oeste,3000.0,3,163
oeste,3000.0,2,115
oeste,4180.0,1,52
oeste,8000.0,3,250
oeste,15000.0,4,380
oeste,3850.0,2,84
oeste,3000.0,4,130
oeste,2500.0,1,43
oeste,6910.0,5,240
oeste,3300.0,1,40
oeste,2950.0,3,70
oeste,3150.0,1,49
oeste,2200.0,1,42
oeste,3300.0,2,83
oeste,3250.0,2,70
oeste,2500.0,1,33
oeste,6000.0,3,120
oeste,4500.0,5,200
oeste,3190.0,3,110
oeste,1900.0,3,72
oeste,2486.0,1,75
oeste,5300.0,4,144
oeste,2130.0,3,75
oeste,3300.0,2,120
oeste,6500.0,3,154
oeste,1500.0,1,60
oeste,2725.0,2,80
oeste,3000.0,3,85
oeste,3300.0,3,150
oeste,3375.0,1,35
oeste,4800.0,2,98
oeste,7000.0,3,145
oeste,2186.0,1,47
oeste,2300.0,2,50
oeste,4600.0,3,174
oeste,2700.0,3,109
oeste,2800.0,1,31
oeste,2200.0,1,33
oeste,5500.0,4,217
oeste,2700.0,2,57
oeste,3300.0,2,60
oeste,2500.0,2,50
oeste,5800.0,4,186
oeste,4500.0,2,90
oeste,3200.0,2,80
oeste,12750.0,3,260
oeste,6500.0,2,72
oeste,3800.0,1,31
oeste,3500.0,1,47
oeste,2400.0,1,45
oeste,2000.0,2,60
oeste,2600.0,2,74
oeste,14000.0,3,300
oeste,3630.0,2,80
oeste,5500.0,1,60
oeste,4500.0,3,180
oeste,5000.0,2,97
oeste,4800.0,2,70
oeste,1600.0,2,40
oeste,2000.0,1,46
oeste,2400.0,2,69
oeste,6000.0,2,130
oeste,3200.0,3,62
oeste,3220.0,3,115
oeste,710000.0,1,20
oeste,2560.0,2,72
oeste,7500.0,5,250
oeste,1300.0,2,42
oeste,2585.0,2,68
oeste,880000.0,1,27
oeste,2000.0,2,65
oeste,1800.0,1,35
oeste,2330.0,1,70
oeste,3000.0,1,46
oeste,2100.0,1,69
oeste,2950.0,1,28
oeste,2000.0,1,61
oeste,2700.0,2,75
oeste,2058.0,1,36
oeste,2530.0,2,57
oeste,1540.0,1,33
oeste,7500.0,3,198
oeste,2250.0,1,50
oeste,900000.0,1,26
oeste,655000.0,1,20
oeste,649000.0,1,18
oeste,3200.0,3,125
oeste,2910.0,3,82
oeste,1700.0,1,50
oeste,2660.0,2,72
oeste,2660.0,1,30
oeste,3080.0,3,70
oeste,900000.0,1,20
oeste,6500.0,3,106
oeste,1980.0,2,65
oeste,1170.0,2,64
oeste,2300.0,2,62
oeste,1250.0,1,35
oeste,5000.0,2,47
oeste,950000.0,1,24
oeste,1380.0,1,44
oeste,950000.0,1,42
oeste,1100.0,2,40
oeste,2399.0,2,90
oeste,1500.0,3,75
